Country Code,Variable code,Variable description,Units
NLD,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
NLD,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
NLD,CAPOG,"Net capital outlays of the government, value",National currency
NLD,CB,"Current account balance, value",National currency
NLD,CBD,"Current account balance, value in USD",USD
NLD,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
NLD,CBR,"Current account balance, residual item",National currency
NLD,CBRD,"Current account balance, residual item, USD",USD
NLD,CFKG,"Government consumption of fixed capital, value",National currency
NLD,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
NLD,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
NLD,CGV,"Government final consumption expenditure, volume",National currency
NLD,CLF,"Employment coefficient, supply",Ratio
NLD,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
NLD,CPAA,"Private final consumption expenditure, value, appropriation account",National currency
NLD,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
NLD,CPIH,"Consumer price index, harmonised",Index
NLD,CPV,"Private final consumption expenditure, volume",National currency
NLD,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
NLD,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
NLD,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
NLD,EE,"Dependent employment, total economy",Persons
NLD,EG,General government employment,Persons
NLD,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
NLD,ES,Total self-employed,Persons
NLD,ET,Total employment,Persons
NLD,ET_NA,"Total employment, National Accounts basis",Persons
NLD,EXCH,"Exchange rate, USD per National currency",Level
NLD,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
NLD,EXCHUD,"Exchange rate, National currency per USD",Level
NLD,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
NLD,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
NLD,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
NLD,FDD,"Final domestic expenditure, value",National currency
NLD,FDDV,"Final domestic expenditure, volume",National currency
NLD,GDP,"Gross domestic product, value, market prices",National currency
NLD,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
NLD,GDPV,"Gross domestic product, volume, market prices",National currency
NLD,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
NLD,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
NLD,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
NLD,GGFL,"General government gross financial liabilities, value",National currency
NLD,GGFLM,"Gross public debt, Maastricht criterion, value",National currency
NLD,GGFLMQ,"Gross public debt, Maastricht criterion, as a percentage of GDP",Per cent
NLD,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
NLD,GGINTP,"Gross government interest payments, value",National currency
NLD,GGINTR,"Gross government interest receipts, value",National currency
NLD,GNFL,"General government net financial liabilities, value",National currency
NLD,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
NLD,GNINTP,"Net government interest payments, value",National currency
NLD,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
NLD,HRS,"Hours worked per employee, total economy",Hours
NLD,IBGV,"Private non-residential and government fixed capital formation, volume",National currency
NLD,IBV,"Private non-residential gross fixed capital formation, volume",National currency
NLD,IGAA,"Government fixed capital formation, value, appropriation account",National currency
NLD,IGV,"Government gross fixed capital formation, volume",National currency
NLD,IHV,"Gross fixed capital formation, housing, volume",National currency
NLD,IRL,Long-term interest rate on government bonds,Per cent
NLD,IRS,Short-term interest rate,Per cent
NLD,IT,"Gross fixed capital formation, total, value",National currency
NLD,ITISK,"Gross capital formation, current prices",National currency
NLD,ITISKV,"Gross capital formation, total, volume",National currency
NLD,ITV,"Gross fixed capital formation, total, volume",National currency
NLD,KTPV,"Productive capital stocks, volume",National currency
NLD,LF,Labour force,Persons
NLD,MGS,"Imports of goods and services, value, National Accounts basis",National currency
NLD,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
NLD,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
NLD,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
NLD,MPEN,"Import penetration, goods and services",Ratio
NLD,MSHA,"Share of value imports of good and services in world imports, USD",ratio
NLD,NLG,"Government net lending, value",National currency
NLD,NLGQ,"Government net lending, as a percentage of GDP",Per cent
NLD,NLGX,"Government primary balance, value",National currency
NLD,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
NLD,NTR,"Secondary income, net,  balance of payments basis",National currency
NLD,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
NLD,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
NLD,PCG,"Government final consumption expenditure, deflator",Index
NLD,PCOREH,"Core inflation index, harmonised",Index
NLD,PCP,"Private final consumption expenditure, deflator",Index
NLD,PDTY,Labour productivity of the total economy,Index
NLD,PFDD,"Final domestic expenditure, deflator",Index
NLD,PGDP,"Gross domestic product, deflator, market prices",Index
NLD,PIGAA,"Government fixed capital formation, deflator,based on approproation account",Index
NLD,PIT,"Gross total fixed capital formation, deflator",Index
NLD,PITISK,"Gross capital formation, deflator",Index
NLD,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
NLD,PMGSX,Price of non- commodity imports of goods and services,Index
NLD,PMNW,Price of commodity imports,Index
NLD,PMSH,Shadow price of goods and services imports,Index
NLD,PMSHX,Shadow price of non- commodity goods and services imports,Index
NLD,POP,Total Population,Persons
NLD,PPP,"Purchasing power parity, National currency per USD",Level
NLD,PTDD,"Total domestic expenditure, deflator",Index
NLD,PXC,Competitors' price of goods and services exports,Index
NLD,PXCX,Competitors' price of non- commodity goods and services exports,Index
NLD,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
NLD,PXGSX,Price of non- commodity exports of goods and services,Index
NLD,PXNW,Price of commodity exports,Index
NLD,RPMGS,Relative price of imported goods and services,Index
NLD,RPXGS,Relative price of exported goods and services,Index
NLD,RSCRP,Productive capital stock scrapping rate,Per Cent
NLD,SAVG,"Government saving (net ), value",National currency
NLD,SAVH,"Net household saving, value",National currency
NLD,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
NLD,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
NLD,SSPG,"Social security benefits paid by general government, value",National currency
NLD,SSRG,"Social security contribution received by general government, value",National currency
NLD,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
NLD,TDDV,"Total domestic expenditure, volume",National currency
NLD,TEV,"Total expenditure, volume",National currency
NLD,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
NLD,TIND,"Taxes on production and imports, value",National currency
NLD,TKPG,"Capital Transfers paid and other capital payments, value",National currency
NLD,TKTRG,"Capital tax and transfers receipts, value",National currency
NLD,TOCR,"Other current receipts, general government, value",National currency
NLD,TRPESH,Employees and self-employed contribution to social security,National currency
NLD,TRPTSH,Total employers social contributions,National currency
NLD,TY,"Total direct taxes, value",National currency
NLD,TYB,"Direct taxes on business, value",National currency
NLD,TYH,"Direct taxes on households, value",National currency
NLD,ULC,Unit labour cost in total economy,Index
NLD,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
NLD,UN,"Unemployment, level",Persons
NLD,UNR,Unemployment rate,Per cent
NLD,WAGE,"Wages, value",National currency
NLD,WRT,"Wage rate, total economy",National currency
NLD,WSSH,Compensation of employees received by households,National currency
NLD,WSSS,"Compensation of employees, value",National currency
NLD,WSST,"Compensation rate, total economy",National currency
NLD,XGS,"Exports of goods and services, value, National Accounts basis",National currency
NLD,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
NLD,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
NLD,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
NLD,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
NLD,XPERF,"Export performance for goods and services, volume",ratio
NLD,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
NLD,YDH,"Net household disposable income, value",National currency
NLD,YDRH,"Net household disposable income, real",National currency
NLD,YPEPG,"Property income paid by government, value",National currency
NLD,YPEPGX,"Property income paid by government, excluding interest payments, value",National currency
NLD,YPERG,"Property income received by government, value",National currency
NLD,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
NLD,YPG,"Current disbursements, general government, value",National currency
NLD,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
NLD,YPGT,"Total disbursements, general government, value",National currency
NLD,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
NLD,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
NLD,YPH,"Current disbursements of households, value",National currency
NLD,YPOTG,"Other current outlays, general government, value",National currency
NLD,YPOTH,"Other current income payable by households, value",National currency
NLD,YRG,"Current receipts, general government value",National currency
NLD,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
NLD,YRGT,"Total receipts, general government, value",National currency
NLD,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
NLD,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
NLD,YRH,"Net current receipts of households, value",National currency
NLD,YROTH,"Other current income receivable by households, value",National currency
NLD,YSE,"Self-employment income received by households, value",National currency
NOECD,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
NOECD,GDP,"Gross domestic product, value, market prices",National currency
NOECD,GDPV,"Gross domestic product, volume, market prices",National currency
NOECD,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
NOECD,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
NOECD,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
NOR,BSII,"Balance of primary income, value, balance of payments basis",National currency
NOR,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
NOR,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
NOR,CAPOG,"Net capital outlays of the government, value",National currency
NOR,CB,"Current account balance, value",National currency
NOR,CBD,"Current account balance, value in USD",USD
NOR,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
NOR,CBR,"Current account balance, residual item",National currency
NOR,CBRD,"Current account balance, residual item, USD",USD
NOR,CFKG,"Government consumption of fixed capital, value",National currency
NOR,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
NOR,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
NOR,CGV,"Government final consumption expenditure, volume",National currency
NOR,CLF,"Employment coefficient, supply",Ratio
NOR,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
NOR,CPAA,"Private final consumption expenditure, value, appropriation account",National currency
NOR,CPI,Consumer price index,Index
NOR,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
NOR,CPV,"Private final consumption expenditure, volume",National currency
NOR,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
NOR,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
NOR,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
NOR,ECSA,"Employment, country specific, variable a",Persons
NOR,EE,"Dependent employment, total economy",Persons
NOR,EG,General government employment,Persons
NOR,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
NOR,ES,Total self-employed,Persons
NOR,ET,Total employment,Persons
NOR,ET_NA,"Total employment, National Accounts basis",Persons
NOR,EXCH,"Exchange rate, USD per National currency",Level
NOR,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
NOR,EXCHUD,"Exchange rate, National currency per USD",Level
NOR,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
NOR,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
NOR,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
NOR,FDD,"Final domestic expenditure, value",National currency
NOR,FDDV,"Final domestic expenditure, volume",National currency
NOR,GDP,"Gross domestic product, value, market prices",National currency
NOR,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
NOR,GDPML,"Gross domestic product, mainland, value",National currency
NOR,GDPMLV,"Gross domestic product, mainland, volume",National currency
NOR,GDPOFS,"Gross domestic product, value, market prices, offshore",National currency
NOR,GDPOFSV,"Gross domestic product, volume, market prices, offshore",National currency
NOR,GDPV,"Gross domestic product, volume, market prices",National currency
NOR,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
NOR,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
NOR,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
NOR,GGFL,"General government gross financial liabilities, value",National currency
NOR,GGFLM,"Gross public debt, Maastricht criterion, value",National currency
NOR,GGFLMQ,"Gross public debt, Maastricht criterion, as a percentage of GDP",Per cent
NOR,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
NOR,GGINTP,"Gross government interest payments, value",National currency
NOR,GGINTR,"Gross government interest receipts, value",National currency
NOR,GNFL,"General government net financial liabilities, value",National currency
NOR,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
NOR,GNINTP,"Net government interest payments, value",National currency
NOR,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
NOR,HRS,"Hours worked per employee, total economy",Hours
NOR,IBGV,"Private non-residential and government fixed capital formation, volume",National currency
NOR,IBV,"Private non-residential gross fixed capital formation, volume",National currency
NOR,ICSA,"Fixed investment, country specific, volume",National currency
NOR,IGAA,"Government fixed capital formation, value, appropriation account",National currency
NOR,IGV,"Government gross fixed capital formation, volume",National currency
NOR,IHV,"Gross fixed capital formation, housing, volume",National currency
NOR,IOBV,"Private non-residential investment excluding shipping and oil, volume",National currency
NOR,IOILV,"Fixed investment of the oil industry, volume",National currency
NOR,IRCB,"Central bank, Key interest rates",Per cent
NOR,IRL,Long-term interest rate on government bonds,Per cent
NOR,IRS,Short-term interest rate,Per cent
NOR,ISHV,"Fixed investment of the shipping industry, volume",National currency
NOR,IT,"Gross fixed capital formation, total, value",National currency
NOR,ITISK,"Gross capital formation, current prices",National currency
NOR,ITISKV,"Gross capital formation, total, volume",National currency
NOR,ITV,"Gross fixed capital formation, total, volume",National currency
NOR,LF,Labour force,Persons
NOR,MGS,"Imports of goods and services, value, National Accounts basis",National currency
NOR,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
NOR,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
NOR,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
NOR,MPEN,"Import penetration, goods and services",Ratio
NOR,MSHA,"Share of value imports of good and services in world imports, USD",ratio
NOR,NLG,"Government net lending, value",National currency
NOR,NLGML,"Government net lending, value, mainland",National currency
NOR,NLGMLQ,"Government net lending, mainland, per cent of GDP mainland",Per cent
NOR,NLGQ,"Government net lending, as a percentage of GDP",Per cent
NOR,NLGX,"Government primary balance, value",National currency
NOR,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
NOR,NTR,"Secondary income, net,  balance of payments basis",National currency
NOR,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
NOR,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
NOR,PCG,"Government final consumption expenditure, deflator",Index
NOR,PCORE,Core inflation index,Index
NOR,PCP,"Private final consumption expenditure, deflator",Index
NOR,PDTY,Labour productivity of the total economy,Index
NOR,PFDD,"Final domestic expenditure, deflator",Index
NOR,PGDP,"Gross domestic product, deflator, market prices",Index
NOR,PGDPML,"Gross domestic product, deflator, mainland",Index
NOR,PGDPOFS,"Gross domestic product, deflator, market prices, offshore",Index
NOR,PIGAA,"Government fixed capital formation, deflator,based on approproation account",Index
NOR,PIT,"Gross total fixed capital formation, deflator",Index
NOR,PITISK,"Gross capital formation, deflator",Index
NOR,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
NOR,PMGSX,Price of non- commodity imports of goods and services,Index
NOR,PMNW,Price of commodity imports,Index
NOR,PMSH,Shadow price of goods and services imports,Index
NOR,PMSHX,Shadow price of non- commodity goods and services imports,Index
NOR,POP,Total Population,Persons
NOR,PPP,"Purchasing power parity, National currency per USD",Level
NOR,PTDD,"Total domestic expenditure, deflator",Index
NOR,PXC,Competitors' price of goods and services exports,Index
NOR,PXCX,Competitors' price of non- commodity goods and services exports,Index
NOR,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
NOR,PXGSX,Price of non- commodity exports of goods and services,Index
NOR,PXNW,Price of commodity exports,Index
NOR,RPMGS,Relative price of imported goods and services,Index
NOR,RPXGS,Relative price of exported goods and services,Index
NOR,SAVG,"Government saving (net ), value",National currency
NOR,SAVGML,"Government saving, value,   mainland",National currency
NOR,SAVH,"Net household saving, value",National currency
NOR,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
NOR,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
NOR,SSPG,"Social security benefits paid by general government, value",National currency
NOR,SSRG,"Social security contribution received by general government, value",National currency
NOR,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
NOR,TDDV,"Total domestic expenditure, volume",National currency
NOR,TEV,"Total expenditure, volume",National currency
NOR,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
NOR,TIND,"Taxes on production and imports, value",National currency
NOR,TINDML,"Taxes on production and imports, value, mainland",National currency
NOR,TINDOFS,"Taxes on production and imports, value, offshore",National currency
NOR,TKPG,"Capital Transfers paid and other capital payments, value",National currency
NOR,TKTRG,"Capital tax and transfers receipts, value",National currency
NOR,TOCR,"Other current receipts, general government, value",National currency
NOR,TOCRML,"Other current receipts, general government, value, mainland",National currency
NOR,TOCROFS,"Other current receipts, general government, value, offshore",National currency
NOR,TRPESH,Employees and self-employed contribution to social security,National currency
NOR,TRPTSH,Total employers social contributions,National currency
NOR,TY,"Total direct taxes, value",National currency
NOR,TYB,"Direct taxes on business, value",National currency
NOR,TYBML,"Direct taxes on business, value, mainland",National currency
NOR,TYBOFS,"Direct taxes on business, value, offshore",National currency
NOR,TYH,"Direct taxes on households, value",National currency
NOR,TYML,"Total direct taxes, value,  mainland",National currency
NOR,ULC,Unit labour cost in total economy,Index
NOR,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
NOR,UN,"Unemployment, level",Persons
NOR,UNR,Unemployment rate,Per cent
NOR,WAGE,"Wages, value",National currency
NOR,WRT,"Wage rate, total economy",National currency
NOR,WSSH,Compensation of employees received by households,National currency
NOR,WSSS,"Compensation of employees, value",National currency
NOR,WSST,"Compensation rate, total economy",National currency
NOR,XGS,"Exports of goods and services, value, National Accounts basis",National currency
NOR,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
NOR,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
NOR,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
NOR,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
NOR,XPERF,"Export performance for goods and services, volume",ratio
NOR,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
NOR,YDH,"Net household disposable income, value",National currency
NOR,YDRH,"Net household disposable income, real",National currency
NOR,YPEPG,"Property income paid by government, value",National currency
NOR,YPEPGX,"Property income paid by government, excluding interest payments, value",National currency
NOR,YPERG,"Property income received by government, value",National currency
NOR,YPERGML,"Property income received by government, value, mainland",National currency
NOR,YPERGOFS,"Property income received by government, value, offshore",National currency
NOR,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
NOR,YPG,"Current disbursements, general government, value",National currency
NOR,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
NOR,YPGT,"Total disbursements, general government, value",National currency
NOR,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
NOR,YPGTX,"Government total disbursements excluding gross interest payments, value",National currency
NOR,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
NOR,YPH,"Current disbursements of households, value",National currency
NOR,YPOTG,"Other current outlays, general government, value",National currency
NOR,YPOTH,"Other current income payable by households, value",National currency
NOR,YRG,"Current receipts, general government value",National currency
NOR,YRGML,"Current receipts mainland, general government value",National currency
NOR,YRGOFS,"Current receipts offshore, general government value",National currency
NOR,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
NOR,YRGT,"Total receipts, general government, value",National currency
NOR,YRGTML,"Total receipts, general mainland government, value",National currency
NOR,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
NOR,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
NOR,YRH,"Net current receipts of households, value",National currency
NOR,YROTH,"Other current income receivable by households, value",National currency
NOR,YSE,"Self-employment income received by households, value",National currency
NZL,BSII,"Balance of primary income, value, balance of payments basis",National currency
NZL,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
NZL,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
NZL,CAPOG,"Net capital outlays of the government, value",National currency
NZL,CB,"Current account balance, value",National currency
NZL,CBD,"Current account balance, value in USD",USD
NZL,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
NZL,CBR,"Current account balance, residual item",National currency
NZL,CBRD,"Current account balance, residual item, USD",USD
NZL,CFKG,"Government consumption of fixed capital, value",National currency
NZL,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
NZL,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
NZL,CGV,"Government final consumption expenditure, volume",National currency
NZL,CLF,"Employment coefficient, supply",Ratio
NZL,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
NZL,CPAA,"Private final consumption expenditure, value, appropriation account",National currency
NZL,CPI,Consumer price index,Index
NZL,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
NZL,CPV,"Private final consumption expenditure, volume",National currency
NZL,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
NZL,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
NZL,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
NZL,EE,"Dependent employment, total economy",Persons
NZL,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
NZL,ES,Total self-employed,Persons
NZL,ET,Total employment,Persons
NZL,ET_NA,"Total employment, National Accounts basis",Persons
NZL,EXCH,"Exchange rate, USD per National currency",Level
NZL,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
NZL,EXCHUD,"Exchange rate, National currency per USD",Level
NZL,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
NZL,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
NZL,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
NZL,FDD,"Final domestic expenditure, value",National currency
NZL,FDDV,"Final domestic expenditure, volume",National currency
NZL,GDP,"Gross domestic product, value, market prices",National currency
NZL,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
NZL,GDPV,"Gross domestic product, volume, market prices",National currency
NZL,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
NZL,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
NZL,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
NZL,GGFL,"General government gross financial liabilities, value",National currency
NZL,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
NZL,GGINTP,"Gross government interest payments, value",National currency
NZL,GGINTR,"Gross government interest receipts, value",National currency
NZL,GNFL,"General government net financial liabilities, value",National currency
NZL,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
NZL,GNINTP,"Net government interest payments, value",National currency
NZL,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
NZL,HRS,"Hours worked per employee, total economy",Hours
NZL,IBGV,"Private non-residential and government fixed capital formation, volume",National currency
NZL,IBV,"Private non-residential gross fixed capital formation, volume",National currency
NZL,IGAA,"Government fixed capital formation, value, appropriation account",National currency
NZL,IGV,"Government gross fixed capital formation, volume",National currency
NZL,IHV,"Gross fixed capital formation, housing, volume",National currency
NZL,IRCB,"Central bank, Key interest rates",Per cent
NZL,IRL,Long-term interest rate on government bonds,Per cent
NZL,IRS,Short-term interest rate,Per cent
NZL,IT,"Gross fixed capital formation, total, value",National currency
NZL,ITISK,"Gross capital formation, current prices",National currency
NZL,ITISKV,"Gross capital formation, total, volume",National currency
NZL,ITV,"Gross fixed capital formation, total, volume",National currency
NZL,KTPV,"Productive capital stocks, volume",National currency
NZL,LF,Labour force,Persons
NZL,MGS,"Imports of goods and services, value, National Accounts basis",National currency
NZL,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
NZL,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
NZL,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
NZL,MPEN,"Import penetration, goods and services",Ratio
NZL,MSHA,"Share of value imports of good and services in world imports, USD",ratio
NZL,NLG,"Government net lending, value",National currency
NZL,NLGQ,"Government net lending, as a percentage of GDP",Per cent
NZL,NLGX,"Government primary balance, value",National currency
NZL,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
NZL,NTR,"Secondary income, net,  balance of payments basis",National currency
NZL,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
NZL,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
NZL,PCG,"Government final consumption expenditure, deflator",Index
NZL,PCORE,Core inflation index,Index
NZL,PCP,"Private final consumption expenditure, deflator",Index
NZL,PDTY,Labour productivity of the total economy,Index
NZL,PFDD,"Final domestic expenditure, deflator",Index
NZL,PGDP,"Gross domestic product, deflator, market prices",Index
NZL,PIGAA,"Government fixed capital formation, deflator,based on approproation account",Index
NZL,PIT,"Gross total fixed capital formation, deflator",Index
NZL,PITISK,"Gross capital formation, deflator",Index
NZL,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
NZL,PMGSX,Price of non- commodity imports of goods and services,Index
NZL,PMNW,Price of commodity imports,Index
NZL,PMSH,Shadow price of goods and services imports,Index
NZL,PMSHX,Shadow price of non- commodity goods and services imports,Index
NZL,POP,Total Population,Persons
NZL,PPP,"Purchasing power parity, National currency per USD",Level
NZL,PTDD,"Total domestic expenditure, deflator",Index
NZL,PXC,Competitors' price of goods and services exports,Index
NZL,PXCX,Competitors' price of non- commodity goods and services exports,Index
NZL,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
NZL,PXGSX,Price of non- commodity exports of goods and services,Index
NZL,PXNW,Price of commodity exports,Index
NZL,RPMGS,Relative price of imported goods and services,Index
NZL,RPXGS,Relative price of exported goods and services,Index
NZL,RSCRP,Productive capital stock scrapping rate,Per Cent
NZL,SAVG,"Government saving (net ), value",National currency
NZL,SAVH,"Net household saving, value",National currency
NZL,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
NZL,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
NZL,SSPG,"Social security benefits paid by general government, value",National currency
NZL,SSRG,"Social security contribution received by general government, value",National currency
NZL,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
NZL,TDDV,"Total domestic expenditure, volume",National currency
NZL,TEV,"Total expenditure, volume",National currency
NZL,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
NZL,TIND,"Taxes on production and imports, value",National currency
NZL,TKPG,"Capital Transfers paid and other capital payments, value",National currency
NZL,TKTRG,"Capital tax and transfers receipts, value",National currency
NZL,TOCR,"Other current receipts, general government, value",National currency
NZL,TRPESH,Employees and self-employed contribution to social security,National currency
NZL,TY,"Total direct taxes, value",National currency
NZL,TYH,"Direct taxes on households, value",National currency
NZL,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
NZL,UN,"Unemployment, level",Persons
NZL,UNR,Unemployment rate,Per cent
NZL,WSSH,Compensation of employees received by households,National currency
